item_id,playtime_forever
227220,66994
227240,175684
227260,7842
227280,78597
227300,6821922
227320,646113
227380,3473
227480,272957
227560,37552
227580,143066
227600,21370
227680,337527
227700,2630431
227720,30000
227760,40110
227780,44043
227800,14629
227860,332645
227900,455
227920,8169
227940,13910433
227980,119154
228180,390165
228200,4933837
228260,318033
228280,664415
228300,307079
228320,12774
228380,396007
228400,142530
228440,61668
228560,46293
228760,303518
228880,57061
228940,26768
228960,71928
229100,4024
229480,17584
229520,25264
229580,31001
229600,1153
229660,1
229810,24756
229870,46812
229890,10693
229970,16956
230050,339844
230070,62735
230150,17030
230170,2358
230190,202568
230230,1934864
230250,0
230270,26333
230290,183093
230310,12420
230330,80
230350,895
230410,122726853
230650,27926
230700,117800
230760,302
230780,6369
230820,35405
230840,9290
230860,68859
230980,22428
231020,3418
231040,51517
231060,1056809
231140,274283
231160,157390
231180,9013
231200,21314
231310,21058
231330,41908
231430,11423321
231670,3267580
231720,20970
231740,371463
231910,13021
231990,15028
232010,174422
232050,194330
232090,7252472
232150,39413
232210,222937
232430,131733
232450,267455
232670,0
232750,116299
232770,52848
232790,189483
232810,737508
232890,151525
232910,567359
232950,43267
232970,10497
233110,11945
233130,996189
233150,258126
233190,40927
233210,1515
233230,29745
233250,2698020
233270,1242259
233290,210369
233310,3184
233350,33055
233370,18651
233390,5691
233410,1507
233450,9281759
233470,194319
233510,13347
233530,19273
233550,8147
233610,129767
233630,195133
233680,37758
233700,204310
233720,2079434
233740,279867
233840,291366
233860,400590
233980,352292
234000,31801
234060,952
234080,151150
234100,694
234140,2949910
234160,68530
234190,205591
234290,16573
234310,394889
234330,865540
234350,890
234370,1253
234390,214193
234490,56991
234530,132703
234630,948850
234650,787408
234670,1297014
234710,1799221
234740,15867
234820,9382
234900,58409
234920,19078
234940,36045
234980,8761
235070,7715
235210,102784
235250,119374
235320,8170
235340,134473
235360,162341
235380,18076
235400,28885
235460,883204
235540,1460776
235600,1626989
235620,31195
235660,5265
235700,1677
235720,3664
235760,2954
235800,432802
235820,25003
235900,93844
235980,11674
236010,4037
236090,749039
236110,3710523
236130,19944
236150,169980
236290,4212
236370,269209
236390,42971942
236430,9857246
236450,110432
236470,1594
236490,4524
236510,133153
236530,3237
236690,375814
236730,45942
236790,30132
236830,323563
236850,14192729
236870,455318
236890,1860
236930,4013
236970,3388
237110,1539828
237310,4987001
237350,12235
237370,38862
237430,68296
237470,3970
237530,571
237550,2800
237570,51706
237590,19609
237630,82483
237740,89411
237760,10335
237850,76864
237870,320206
237890,308725
237930,568096
237950,12584
237970,768
237990,371541
238010,2488075
238050,8809
238070,8049
238090,1361740
238110,5354
238130,357
238170,3712
238210,273937
238240,269795
238260,200523
238280,106374
238320,761982
238370,282076
238430,1469873
238460,3778381
238530,16330
238590,181102
238630,10533
238710,20449
238750,195461
238870,11940
238890,29324
238910,93454
238930,22101
238960,23061040
239030,1512221
239070,679762
239090,7628
239120,132088
239140,6791633
239160,1190293
239200,219832
239220,3415869
239250,86863
239350,1710489
239410,26834
239430,28094
239450,138619
239660,1990146
239700,53336
239720,8781
239800,76582
239820,3366330
239840,205366
240160,7114
240180,3995
240200,6069
240220,0
240320,190434
240340,384
240360,1355
240380,112792
240440,7800
240460,300562
240600,65382
240620,16433
240660,594
240760,905670
240970,50716
241070,30614
241240,76476
241260,59799
241320,40367
241410,110817
241540,3060387
241560,1127991
241600,2814629
241620,32191
241640,55787
241660,15584
241680,1
241720,278647
241760,757
241790,734
241910,63185
241930,6218109
241990,33415
242050,5329546
242110,58950
242130,13183
242360,0
242460,55927
242480,115
242530,15857
242550,199289
242570,132264
242590,41356
242630,0
242640,220249
242680,1886966
242700,1174501
242720,1472215
242760,5828841
242780,27781
242800,34213
242820,95769
242840,16269
242860,1575865
242880,317748
242920,3970651
242940,18279
242960,7404
242980,5476
243000,13985
243020,3368
243040,26024
243060,1218
243120,82526
243140,807
243160,21632
243180,1821
243200,22860
243220,15268
243280,10271
243300,324
243320,1926
243360,74088
243380,37531
243450,63307
243470,2939215
243560,9922
243580,5499
243780,67069
243800,56647
243870,13459999
243890,13
243930,98810
243950,228152
243970,272260
244030,64721
244050,50731
244070,70649
244090,52200
244160,624957
244210,2147427
244290,3260
244410,47639
244430,21104
244450,2300586
244590,53976
244630,94878
244690,17928
244710,52615
244730,115355
244770,612771
244810,22379
244830,5
244850,13750903
244870,169986
244890,26208
244910,2648
244930,618603
244950,1952
245010,1844
245050,23125
245070,0
245130,56791
245150,23461
245170,1338532
245280,81384
245300,12558
245350,0
245370,18207
245390,29665
245410,10431
245430,6378
245450,21810
245470,542297
245490,412206
245550,448600
245620,1281442
245730,18599
245760,29618
246070,37553
246090,165018
246110,74446
246260,11196
246280,476831
246300,14901
246360,586
246400,14137
246420,289525
246580,84365
246600,810
246620,1382567
246680,6347
246700,74888
246720,299
246740,2490
246760,27941
246800,5451
246820,26
246840,56422
246880,783
246900,623696
246920,5228
246940,6243
246960,14837
246980,16909
247000,426855
247020,311266
247080,776554
247120,4396
247140,25144
247240,64391
247310,8368
247350,20390
247370,22039
247430,44616
247580,7034
247660,74095
247730,1512610
247770,4165
247830,33317
247870,12152
247910,436850
247930,1387
247950,28837
248170,139279
248190,18049
248270,48
248290,10044
248310,104096
248330,10292
248350,24664
248370,8400
248390,659146
248410,6466
248450,12539
248470,17222
248490,66372
248510,36346
248530,40763
248550,36870
248570,2561487
248610,302079
248630,54195
248650,49999
248710,5455
248730,4412
248800,16003
248820,5163270
248860,259896
248970,23881
249050,730300
249130,2884697
249190,13390
249230,92355
249330,70119
249360,37374
249380,93898
249550,14022
249570,30021
249590,38205
249610,13075
249630,60496
249650,147517
249680,25015
249870,297991
249930,1861
249950,49054
249990,182547
250030,20029
250050,13309
250070,75
250110,28320
250180,219494
250200,140
250240,21147
250260,164493
250280,7842
250320,1251723
250340,952716
250360,76566
250380,14083
250400,926993
250420,242170
250460,73396
250500,72059
250520,102281
250560,105694
250580,130802
250600,15212
250620,45945
250640,7392
250660,10563
250700,35062
250720,1792
250740,21
250760,589403
250870,55242
250900,25515348
251020,19
251060,2449773
251110,7679
251130,87771
251150,208157
251170,211828
251210,8066
251230,3383
251270,14609
251290,98994
251310,9810
251370,13081
251390,5682
251410,10198
251430,23811
251470,122503
251490,2906
251510,5117
251530,25872
251570,7996146
251590,0
251610,96980
251630,56350
251670,244881
251690,25556
251710,14969
251730,322264
251770,9778
251790,9
251810,120838
251830,12754
251850,28996
251870,100241
251890,5542
251910,28611
251970,39165
251990,216090
252010,48351
252030,74244
252050,2835
252070,11759
252110,27520
252130,10500
252150,61179
252170,19365
252210,4645
252230,2289
252250,8416
252270,19315
252290,2265
252310,21722
252330,136425
252350,40200
252370,12911
252410,195302
252430,5125
252450,152151
252470,68008
252490,80110135
252530,373062
252550,11907
252570,13414
252610,25905
252630,72042
252670,31933
252690,7323
252710,5448
252730,3168
252750,5666
252770,7328
252830,5983
252850,107
252870,137670
252890,1858
252910,3837
252950,35490466
252970,2396
253030,358002
253110,42631
253130,11969
253150,7760
253190,26479
253230,13277
253250,343353
253290,24447
253310,115
253330,17658
253350,6295
253370,25590
253390,2843
253410,4488
253430,344525
253470,20690
253490,22175
253510,38851
253530,30943
253570,10518
253610,11124
253630,29636
253650,52734
253670,141
253690,9548
253710,1286116
253750,24981
253770,18319
253790,10304
253860,3149
253880,4622
253900,100901
253920,5185
253940,35561
253960,7794
253980,139886
254000,3957
254020,5399
254040,2335
254060,9281
254080,1271
254100,610
254130,17024
254200,179484
254320,17369
254440,157102
254460,11155
254480,4865
254590,6007
254650,4653
254700,466641
254820,378
254840,2438
254860,33
254880,5519
254920,46
254960,27469
254980,7573
255010,4610
255030,4436
255070,82456
255220,606556
255260,72263
255280,22113
255300,19316
255320,20522
255340,14154
255370,40876
255390,8765
255420,594149
255480,1353629
255500,5602
255520,81319
255710,7487143
255870,30603
255920,3157
255940,801
255960,671
256010,9377
256030,15530
256050,59859
256070,2999
256190,35542
256290,234970
256330,39037
256350,5477
256370,143333
256390,10812
256410,710334
256440,82
257030,16756
257050,54022
257080,10411
257120,40806
257170,192030
257220,139
257260,606
257350,403825
257400,89989
257510,632461
257610,1539
257630,3124
257650,77069
257670,7897
257690,6353
257710,18350
257730,606052
257750,198618
257770,6237
257790,13026
257830,31836
257850,186509
257870,4111
257890,40536
257930,730
257970,41074
257990,16469
258010,52382
258030,389
258050,54428
258070,1894
258090,116949
258160,105262
258180,69478
258200,46408
258220,16112
258240,538
258520,86313
258590,19545
258700,332481
258760,9255
258880,10125
258890,32376
258910,28890
258950,9776
258970,399568
259000,1697
259020,2404
259060,123415
259130,13962
259170,9128
259190,731
259280,2029
259300,2151
259320,739
259340,371
259360,978
259390,39103
259410,6082
259430,10478
259450,2671
259470,17752
259490,5920
259510,26031
259530,45931
259550,28180
259570,18163
259600,16379
259620,25784
259640,5204
259660,8703
259680,302846
259700,4872
259720,19577
259740,27847
259760,2598
259780,33743
259810,2622
259830,5492
259870,24382
259890,16448
259910,6392
259940,453
259960,917
259980,4003
260000,857
260020,117
260040,344
260060,788
260130,97147
260160,19026
260190,6859
260210,99806
260230,261410
260250,16101
260270,2203
260330,7449
260380,865
260410,34634
260430,65911
260510,11288
260530,1433
260550,2397
260570,6123
260650,1643
260690,832
260710,397
260730,3931
260750,4135
260770,2250
260790,24245
260930,22997
261030,1811760
261110,103155
261180,526938
261350,5573
261430,60577
261470,126559
261490,7337
261510,24478
261530,30588
261570,420991
261600,592
261640,10013565
261680,4922
261700,21783
261720,289
261740,645
261760,150651
261880,5394
261900,0
261920,2318
261940,694
261960,1150
262000,2382
262060,2039613
262080,3872
262100,469
262120,46257
262150,68110
262190,1216
262210,15185
262240,6532
262260,23984
262280,105802
262300,21537
262390,31964
262410,621255
262450,16306
262470,8246
262490,22335
262510,128
262550,9488
262590,11211
262610,808
262630,0
262650,3749
262690,32485
262750,20844
262770,11976
262790,69814
262830,74674
262850,6743
262870,1199
262900,21290
262920,5834
262940,39268
262960,11570
262980,118
263020,43774
263040,4553
263060,281928
263080,8059
263100,1340
263120,137
263140,847
263180,63
263200,56445
263260,3487
263280,1320430
263300,98428
263320,28987
263340,2065
263360,35710
263380,9792
263400,30409
263420,15414
263440,267854
263460,10137
263480,10133
263500,160753
263520,11110
263540,294556
263560,22915
263600,0
263620,40988
263640,991
263680,7340
263700,6795
263740,27681
263760,886364
263800,0
263820,23891
263840,8858
263860,15629
263880,8612
263920,6070
263940,861
263960,8027
263980,104172
264000,6838
264060,11393
264080,532
264120,29898
264140,1003091
264160,53732
264200,823302
264220,9234
264240,74266
264260,1156
264280,90055
264300,22505
264320,15405
264340,15213
264360,193507
264380,36550
264400,53
264420,133
264440,55
264460,5051
264480,634
264520,7647
264540,25144
264560,10925
264580,458
264690,39552
264710,1957314
264730,69946
264970,3881
265000,19049
265020,328
265120,36027
265170,13911
265210,334626
265240,1114
265300,271800
265330,8200
265380,9403
265400,4547
265420,8964
265490,40
265550,776071
265590,77919
265610,331906
265630,2622575
265650,116388
265670,8105
265690,6353
265750,16212
265770,5077
265790,8794
265810,49002
265830,5928
265870,20999
265890,50037
265930,3772739
265950,9877
265970,18533
265990,15041
266010,213866
266030,16721
266050,15440
266070,83407
266090,762
266110,92764
266130,109501
266150,149502
266170,25542
266190,1322
266210,231056
266230,42830
266250,3516
266290,3876
266310,34705
266330,12061
266370,306
266390,20827
266410,70403
266430,413649
266450,30204
266470,144
266490,15863
266510,261261
266550,370
266590,1
266620,159
266840,2571303
266940,4383
266980,0
267060,17907
267220,177
267340,15851
267360,7093
267440,22623
267490,39441
267530,361451
267550,139541
267600,37759
267610,5977
267670,7553
267730,5083
267750,57369
267900,8941
267920,39506
267940,264
267960,1334
267980,47195
268050,306366
268130,685
268200,27315
268220,25910
268240,30815
268260,695
268320,13114
268340,1451
268360,2469
268400,64161
268420,2899218
268500,5054027
268520,177
268540,25637
268650,1353090
268670,2088
268710,38
268750,1249371
268810,11573
268830,21387
268850,2052631
268870,114769
268890,65671
268930,2107
268970,219
269010,10681
269030,29158
269050,6866
269110,39478
269150,665
269170,3734
269210,1093009
269230,8037
269250,23299
269270,17957
269290,94212
269310,48532
269330,8477
269350,1215
269370,15431
269390,28959
269430,3788
269450,700
269470,64455
269490,51073
269530,2051
269550,35
269570,7840
269590,2423
269610,3862
269630,6453
269650,27382
269670,20206
269690,3652
269710,468
269730,152117
269770,229131
269790,24163
269810,1686
269890,18819
269910,8701
269990,5280
270010,8286
270030,44
270050,38318
270070,0
270090,19929
270110,2972
270130,2933
270150,388435
270170,29137
270190,9087
270210,81009
270230,36
270270,6260
270310,3532
270330,7085
270370,252407
270410,0
270430,18
270450,186479
270490,11314
270510,1559
270550,248002
270570,24101
270590,236
270630,23160
270750,7958
270760,7980
270770,141
270790,3938
270810,3330
270830,495
270850,158135
270880,705749
270910,4643
270942,0
270950,7719
271240,163347
271290,1769283
271360,4727
271370,1785
271500,4358
271520,2
271550,8886
271570,42740
271590,58886281
271640,40964
271670,24585
271730,12613
271760,1699
271820,39991
271860,50571
271900,77197
271920,6342
271970,35049
271990,3286
272010,4773
272040,10473
272060,9630
272230,32678
272270,3562
272300,70
272330,3569
272350,492995
272470,133873
272490,328
272510,548448
272600,9726
272670,28016
272860,136217
272890,25869
272920,0
272990,281
273030,158
273070,63028
273110,1498166
273240,16056
273350,4375093
273390,65838
273500,16664
273550,189
273570,3012
273580,1724
273590,735
273600,1347
273620,5137
273730,579
273740,10
273750,1925
273760,3094
273770,13356
273790,13
273800,14
273820,958
273830,2429
273840,61140
273850,10
273860,38
273940,12978
273960,2130
274010,842
274130,2257
274170,782232
274190,1931400
274230,57692
274250,38518
274270,68920
274290,101314
274310,185486
274350,10524
274390,1
274450,3166
274480,9485
274500,5796
274520,29217
274560,64845
274620,13523
274700,1141
274800,1
274880,1400
274900,182047
274920,159053
274940,925188
274980,19206
275060,7848
275080,22306
275100,28979
275180,27925
275200,36862
275290,15187
275310,0
275330,5
275350,10665
275390,68704
275470,59591
275490,78118
275510,8273
275530,21207
275570,26753
275610,17905
275670,104426
275810,1708
275830,958
275850,1762514
276220,1623
276240,20
276300,0
276340,693
276360,77
276380,0
276430,389
276440,788
276460,1
276730,3551
276750,1011
276770,11855
276810,262340
276870,4247
276890,19675
277110,4840
277170,20
277210,0
277230,12813
277250,0
277270,4062
277390,445
277430,161216
277450,17719
277460,4013
277470,19110
277490,21355
277500,18980
277510,11777
277520,11486
277540,107
277560,451
277590,78192
277630,5600
277650,60
277680,11598
277700,1438
277850,4173
277870,18755
277890,50256
277910,1714
277930,23470
277950,109644
278080,817506
278100,447
278150,354
278190,18
278210,9414
278360,183136
278420,1070
278440,13280
278460,115946
278490,2478
278510,116
278530,97816
278550,1008
278570,12080
278590,2674
278620,15372
278640,13743
278810,2878
278850,0
278890,7470
278910,62890
278930,14348
278970,10808
279070,0
279140,73003
279160,15070
279260,10993
279280,0
279420,2458
279440,17048
279460,29
279480,70617
279500,121
279520,5589
279540,270
279560,1515
279580,4450
279640,173
279720,9835
279740,173
279800,14346
279840,45
279900,8232
279920,3128
279940,16518
279990,5412
280010,8657
280040,35250
280140,10319
280180,25578
280200,11
280220,332025
280320,48293
280360,14438
280380,160
280440,2891
280460,5465
280500,2857
280520,64205
280540,2419
280560,5466
280600,5920
280620,2522
280640,8707
280680,688
280720,5995
280740,149191
280790,1064703
280830,373
280890,4164
280910,15580
280930,23113
281050,1
281060,4902
281130,5877
281200,17144
281220,23685
281240,360
281260,304
281280,3477
281350,802
281370,22624
281390,2252
281410,3571
281430,953
281450,2440
281560,56
281580,912
281610,78236
281640,42891
281690,192256
281750,10640
281820,1290
281840,207
281860,10746
281900,1
281920,5665
281940,6333
281990,2806978
282010,9319
282030,14593
282050,39873
282070,1722942
282100,42983
282140,157033
282210,56698
282350,3051267
282370,34
282400,83232
282440,1029687
282500,0
282530,12001
282560,15698
282590,75905
282620,481
282640,675
282660,382756
282680,711
282740,934
282760,44546
282780,1493
282800,488745
282860,1883
282880,43421
282900,803286
282960,42
283000,29719
283020,22788
283040,22355
283060,5818
283080,7363
283100,2980
283160,4465
283180,11488
283230,18168
283270,1029
283290,61776
283310,1240
283330,1497
283350,2311
283370,768
283390,30569
283410,1436
283430,895
283450,2074
283470,0
283490,2534
283580,92
283640,100666
283660,15220
283680,37584
283820,774
283840,4512
283880,19996
283920,2492
283940,9966
283960,16683
283980,12145
284000,365
284020,2181
284050,1307
284100,1895
284140,3098
284160,1067317
284180,1915
284200,10486
284220,40650
284260,565
284290,2161
284390,11525
284410,398
284460,45461
284580,210
284680,171
284710,77333
284730,15159
284750,17645
284770,21368
284790,20881
284810,23087
284830,19837
284850,26358
284870,20183
284890,19179
284910,17
284930,11039
284950,84614
284970,145
284990,6528
285010,28329
285030,202
285050,14046
285070,4201
285090,5878
285110,4685
285130,8803
285160,341270
285310,113868
285330,106546
285350,494
285400,1551
285420,10243
285440,23036
285480,7569
285500,26701
285520,4265
285580,35413
285670,5
285740,17362
285800,21381
285820,17380
285840,59863
285900,494901
285920,198741
285960,3009
285980,5587
286040,72380
286080,114886
286100,114782
286120,60345
286140,1733
286160,1948370
286200,14208
286220,2607
286240,5244
286260,26930
286280,5259
286320,15112
286340,90636
286360,33831
286380,3173
286440,65
286460,1249
286480,489
286500,5246
286520,9
286540,1017
286570,111855
286660,7892
286690,834977
286730,16
286750,96
286770,360
286790,0
286810,23715
286830,5377
286880,4543
286930,100
286940,34826
287020,14132
287070,3121
287100,3287
287120,58279
287140,7416
287200,4827
287220,15207
287260,20218
287290,269317
287340,29751
287390,867515
287450,1145337
287580,56999
287600,7454
287680,268359
287700,8175706
287720,400
287740,3
287780,402
287840,8339
287860,73276
287900,546
287920,164491
287960,717
287980,219539
288000,0
288020,6472
288040,3953
288060,6969
288100,6581
288120,21237
288140,9335
288160,41813
288220,2044
288260,3208
288270,9242
288290,4275
288370,15166
288470,493905
288500,0
288570,2767
288610,0
288630,117
288650,506
288670,539
288690,1934
288710,190
288730,1284
288750,896
288790,248
288830,360
288840,850
288880,14779
288930,7365
288970,276
289050,7
289090,35071
289130,1870991
289180,66195
289200,663
289220,8650
289240,318
289260,221
289280,1196
289300,22401
289320,45
289340,3655
289360,27
289380,1
289400,7417
289420,7442
289440,6467
289460,374
289480,9270
289500,2686
289520,58800
289550,5
289580,2079
289600,16645
289620,2966
289650,981441
289690,34902
289760,43435
289780,11041
289800,737
289820,43
289840,1538
289890,83423
289910,88
289930,42484
289950,182158
290000,2238
290020,2331
290040,5271
290060,2835
290080,1758892
290140,109921
290260,12081
290280,14646
290300,236593
290320,8773
290340,243066
290380,1686
290410,2489
290440,74
290460,609
290490,732
290530,6045
290650,14125
290710,8229
290730,142543
290750,583
290770,49213
290790,266574
290810,2070
290830,6186
290870,1050
290890,47905
290930,247237
290970,6159
290990,12697
291010,51815
291030,16660
291050,20986
291070,1747
291090,113
291130,18204
291150,52775
291170,16643
291190,4147
291210,79495
291250,2470
291270,6341
291290,876
291330,16621
291370,964
291390,2814
291410,151295
291430,3806
291450,8297
291480,3019800
291550,6452043
291610,133
291630,845
291640,206
291650,1401825
291710,9491
291770,535
291910,16097
291930,3057
291960,2929
292030,11602870
292060,2556
292090,1004
292120,835035
292140,260209
292160,5977
292180,100588
292200,5226
292230,59199
292240,4546
292260,2999
292280,123
292300,2088
292330,1482
292350,3361
292370,25508
292380,52061
292390,2917
292400,2805
292410,64743
292420,748
292480,10841
292500,11938
292570,24049
292600,15449
292620,18254
292630,36775
292640,0
292660,693
292670,1135
292680,224
292760,819
292780,5375
292800,50199
292820,718
292840,217
292860,38
292880,292
292910,96368
292930,1489
292990,2689
293010,50797
293140,41
293160,4148
293180,88289
293200,368
293220,995
293240,16327
293260,753840
293280,269
293300,2186
293320,15357
293340,2835
293360,593
293400,220
293420,224
293440,2322
293460,448
293480,541
293500,56850
293520,4683
293540,245070
293560,56578
293600,6208
293660,6366
293680,11903
293720,208
293740,17255
293760,223966
293780,103323
293820,242
293840,2445
293860,20560
293880,6829
293900,6677
293920,8432
293940,13460
293960,2780
294000,13067
294020,55509
294040,12521
294060,447
294100,1332821
294120,0
294140,16440
294160,42238
294190,7665
294230,18892
294280,197
294370,9945
294390,558
294440,16955
294460,9867
294530,9716
294540,1800
294550,1159
294570,766
294580,598
294590,67
294650,1570
294660,8350
294670,1521
294680,831
294690,771
294700,512
294710,472
294720,35403
294730,30
294750,9085
294770,926
294790,1509
294810,114524
294830,823
294860,934145
295110,10905903
295250,2645
295270,5006873
295490,9954
295550,194224
295590,5281
295610,342
295630,412
295670,222
295690,42047
295710,11508
295730,9877
295750,2918
295770,11918
295790,53933
295810,92
295850,4561
295870,578
295910,5444
295930,26687
295990,5346
296010,3237
296030,1177
296050,56756
296070,27660
296150,294
296180,596
296210,23
296220,6072
296240,14742
296280,13349
296300,3775
296470,445203
296490,359981
296510,7043
296530,452
296550,658
296570,44614
296590,4059
296610,6596
296630,947
296650,208
296710,10026
296730,4534
296770,31022
296810,1
296830,31004
296850,4505
296870,19333
296910,87350
296930,23456
296950,2104
296970,127647
297000,169815
297020,92181
297060,3800
297070,0
297080,1589
297090,19
297100,5457
297110,6475
297120,59869
297130,71172
297210,5464
297270,2534
297290,14805
297310,727
297330,3001
297350,1235
297370,1124
297390,11
297410,4659
297450,1461
297470,1441
297490,14006
297570,384
297590,3148
297620,50
297720,187
297740,5877
297750,19979
297760,2902
297810,204455
297860,24226
297920,10648
297940,0
298020,417
298030,55643
298050,134703
298110,3229821
298140,1324
298160,133053
298180,5762
298220,428
298240,260240
298260,95187
298280,3216
298300,84
298340,1827
298360,7595
298400,7709
298420,52
298480,29579
298520,71152
298560,16630
298600,78049
298630,1739701
298790,373
298820,4521
298830,3097
298840,3288
298850,4114
298890,3638
298900,0
298930,187
298950,141
299010,6
299020,0
299030,11796
299050,3237
299070,4518
299090,23717
299100,0
299110,673
299150,1120
299160,1025
299170,212
299180,1538
299250,4386
299260,39173
299290,0
299340,8852
299360,1849227
299420,6253
299440,9026
299460,119180
299480,6773
299500,6746
299540,27740
299580,57
299600,924
299640,1243
299660,9239
299680,1263
299700,38922
299720,49698
299740,333106
299780,9819
299800,40
299820,30
299840,10990
299860,181691
299890,3982
299910,1412
300040,29995
300060,4652
300080,171856
300200,3051
300220,23674
300260,163
300280,3931
300300,17234
300320,16537
300340,11788
300360,11190
300380,62979
300400,4321
300510,166
300540,12479
300550,445252
300570,95961
300580,35361
300610,2973
300620,336
300630,26
300760,7668
300820,1550
300840,2392
300900,185
300910,1
300920,0
300970,100989
301050,4963
301120,63525
301150,18555
301190,30012
301200,20540
301220,64
301250,0
301260,166
301300,9394
301320,7501
301360,1095
301380,6664
301420,311
301460,12497
301480,35982
301500,284
301520,23137107
301540,11537
301560,657
301610,50090
301640,416317
301650,6965
301670,118
301680,7094
301690,806
301700,1032
301730,535
301740,1183
301750,49344
301760,1784
301830,37
301860,4014
301910,546861
301920,7796
301930,318
301970,127510
301980,3369
301990,7780
302010,23741
302060,1734
302080,10967
302110,883
302120,4891
302130,1791
302160,893
302170,312
302180,1380
302190,989
302210,159
302240,650
302250,3475
302260,83
302270,497798
302290,7063
302310,11526
302320,2168
302330,607
302340,166
302350,762
302360,2
302370,1
302380,128473
302390,459
302440,499
302460,593
302470,7522
302490,3484
302510,329329
302570,21
302590,48408
302610,64876
302650,5638
302670,110062
302690,12755
302710,25310
302730,379
302750,2513
302790,11331
302810,21
302830,1115513
302850,3328
302870,1347
302910,151
302950,4244
302970,3520
303210,83453
303260,11032
303290,13555
303310,7285
303340,2815
303390,169153
303410,7736
303430,11517
303470,3101
303510,4644
303530,79
303550,3126
303590,5189
303680,5339
303690,10612
303710,661
303720,1288
303760,803
303790,11745
303800,22676
303820,2354
303830,1707
303840,6086
303850,1081
303860,492
303870,92
303880,104
303910,2068
303940,555
304030,3320214
304050,17333939
304150,1553
304170,2949
304190,0
304240,124681
304270,120722
304290,20451
304350,11373
304410,119859
304430,68348
304460,11866
304500,10832
304540,29
304650,477198
304670,63423
304710,0
304730,140937
304750,0
304810,0
304890,460
304910,2198
304930,50333977
304950,8079
305010,5094
305050,45449
305070,3689
305150,0
305260,428134
305280,211
305380,10737
305390,1789
305460,8
305480,6149
305490,12408
305500,1624
305510,3764
305620,743522
305640,20686
305660,32
305740,5032
305780,6375
305800,1664
305820,4827
305840,647
305860,7
305880,0
305920,2844
305940,24337
305960,2959
305980,13019
306020,600417
306040,45320
306130,5209235
306200,3955
306260,509
306350,31004
306370,166
306410,40183
306440,1155
306480,1092
306490,5310
306520,393
306550,20974
306620,998
306630,978
306640,1118
306660,85914
306670,2672
306680,10982
306700,6015
306760,23788
306830,456262
306930,126
306950,9209
307010,5849
307030,353
307050,19965
307070,49003
307090,15446
307130,15919
307170,25152
307190,29384
307210,4728
307230,37482
307270,4757
307290,67503
307340,10647
307350,22885
307410,40
307430,10295
307530,0
307560,36
307570,3048
307580,7318
307590,11621
307600,8962
307620,193
307640,37677
307670,29392
307690,812290
307760,2622
307770,1260
307780,1541445
307880,156481
307900,2967
307920,555
307930,4322
307960,58340
307980,106180
307990,1024
308000,16001
308040,13846
308060,98
308080,1195
308173,10593
308180,0
308270,6134
308320,17
308330,922
308360,4455
308380,13649
308420,129283
308440,3486
308460,2069
308520,4066
308560,81
308580,3979
309900,28
310060,54189
310070,14566
310080,91458
310110,13243
310360,32047
310370,26922
310380,520134
310390,0
310450,3060
310460,3301
310470,32543
310490,1710
310510,94491
310560,542633
310640,12
310700,12588
310740,5570
310760,3027
310790,43520
310810,4724
310830,0
310850,8195
310880,7190
310890,13705
310950,795559
310970,798
310990,13
311010,1082
311040,5293
311060,2482
311080,7796
311100,1364
311120,3400
311140,4714
311170,2876
311190,13313
311210,13045286
311240,38486
311250,13607
311310,367552
311340,478554
311400,2199
311480,31852
311490,4
311560,383812
311680,17884
311690,1323766
311700,7101
311720,3604
311730,158348
311770,31670
311800,14185
311820,286
311840,1073
311850,1001
311860,1984
311870,21469
311910,2323
311930,1642
311940,0
311980,961
312010,3894
312020,91
312050,0
312150,20923
312200,4718
312210,35025
312220,125
312230,5932
312240,1381
312270,0
312280,38965
312300,8929
312310,1
312350,3817
312360,2364
312370,32006
312390,209
312400,39
312410,31
312420,708
312430,6275
312440,179
312450,15526
312510,6175
312530,663108
312540,16228
312600,4165
312610,38489
312630,23926
312640,47482
312710,581
312720,9726
312750,70228
312780,66789
312790,37822
312840,68350
312860,160
312900,2210
312920,93295
312960,13446
312970,176
312980,7694
312990,680675
313010,41133
313020,42604
313040,1024
313080,37145
313120,1007985
313130,13200
313140,5812
313160,1500709
313190,55
313200,0
313210,591
313240,3450
313320,0
313330,19
313340,424594
313360,4707
313400,7214
313470,5562
313480,33759
313500,30476
313590,5123
313620,689
313630,18100
313650,12599
313660,558
313690,558086
313730,119693
313740,710671
313810,8430
313830,249
313870,552
313960,131
313980,901
314000,13277
314010,26702
314020,58306
314030,17580
314070,12752
314120,1
314150,7906
314160,1348859
314180,31274
314200,9711
314210,3566
314220,2419
314230,68508
314240,14294
314250,23497
314280,19133
314290,3791
314300,349
314320,5644
314340,1751
314360,257
314370,1563
314380,4566
314410,160061
314420,39902
314450,50383
314460,3293
314470,4359
314500,5760
314510,314
314520,7413
314540,65
314560,4206
314570,4511
314590,27
314660,106164
314680,1
314700,41362
314710,10933
314760,1075
314770,10
314810,11752
314830,21778
314850,56
314950,2
314970,42889
314980,37810
315060,7771
315070,15062
315080,3281
315110,3642
315130,159
315240,25
315260,9284
315320,1307
315330,300
315340,1471
315430,83372
315440,7591
315450,54
315460,99661
315480,1002
315530,0
315540,329
315550,776
315600,11106
315610,2445
315640,92365
315650,198
315660,3221
315670,1758
315680,2
