user_id,items_count,total_spent,recommend
76561198067119402,41.0,290.7900000000001,
76561198067119489,2.0,9.99,
76561198067121201,1.0,0.0,
76561198067122805,2.0,19.99,
76561198067122885,5.0,20.97,
76561198067123131,10.0,39.97,
76561198067123137,26.0,284.86,
76561198067123813,40.0,285.74000000000007,
76561198067123853,48.0,661.6100000000002,
76561198067124717,111.0,1591.2600000000004,100.0
76561198067126377,19.0,229.84000000000003,
76561198067127217,6.0,64.96,100.0
76561198067127485,81.0,723.5600000000003,100.0
76561198067127514,9.0,49.97,
76561198067127934,86.0,868.5300000000003,
76561198067128005,27.0,54.97,
76561198067128641,32.0,130.89999999999998,
76561198067129181,51.0,450.72000000000014,
76561198067129866,15.0,0.0,
76561198067130377,14.0,129.91,
76561198067136187,87.0,633.6000000000003,80.0
76561198067136777,20.0,78.92999999999999,
76561198067137136,207.0,2717.2399999999943,100.0
76561198067138505,29.0,335.81000000000006,
76561198067141539,126.0,1097.0900000000006,
76561198067142133,87.0,1138.2500000000005,100.0
76561198067143693,7.0,24.98,
76561198067145269,2.0,29.979999999999997,
76561198067145969,3.0,0.0,
76561198067146126,2.0,19.99,
76561198067148566,7.0,0.0,
76561198067150008,39.0,494.73000000000013,
76561198067150343,105.0,567.7700000000001,
76561198067156205,8.0,29.979999999999997,
76561198067156318,10.0,0.0,
76561198067158190,11.0,164.91,
76561198067158459,52.0,596.6200000000002,
76561198067158516,24.0,284.86,
76561198067161332,40.0,464.7900000000001,
76561198067165897,2.0,14.99,
76561198067166551,155.0,2445.6499999999974,
76561198067168073,9.0,0.0,
76561198067168396,1.0,0.0,
76561198067168420,8.0,109.93999999999998,
76561198067169198,23.0,281.81,
76561198067170568,141.0,1262.0200000000007,100.0
76561198067170593,1.0,0.0,
76561198067170839,142.0,2310.8599999999988,100.0
76561198067170849,12.0,92.92999999999999,
76561198067171086,104.0,1090.3400000000004,0.0
76561198067171250,45.0,270.88,100.0
76561198067171826,30.0,299.88000000000005,
76561198067174900,24.0,154.86,
76561198067175308,61.0,650.0000000000003,
76561198067176208,12.0,209.93000000000004,
76561198067176761,204.0,1883.4000000000008,100.0
76561198067182014,243.0,3148.129999999989,83.0
76561198067182696,34.0,284.84000000000003,
76561198067182841,29.0,75.93,
76561198067184302,16.0,203.85000000000005,
76561198067186738,62.0,339.7600000000001,
76561198067188826,34.0,325.7200000000001,
76561198067191564,194.0,1736.8700000000008,
76561198067191655,55.0,598.7100000000002,
76561198067193512,37.0,571.6700000000002,
76561198067193543,102.0,411.6600000000001,80.0
76561198067193698,37.0,209.84000000000003,
76561198067194210,1.0,9.99,
76561198067194776,12.0,167.92,
76561198067194883,13.0,0.0,0.0
76561198067196502,1.0,19.99,
76561198067198665,4.0,29.97,
76561198067200141,24.0,209.85000000000005,
76561198067200711,27.0,231.84000000000003,
76561198067200849,47.0,220.86,100.0
76561198067202529,33.0,112.91999999999997,
76561198067208943,5.0,44.96,
76561198067209151,35.0,79.92999999999999,100.0
76561198067209605,47.0,34.98,
76561198067213097,3.0,24.98,
76561198067214601,328.0,3604.189999999981,100.0
76561198067215053,23.0,249.92000000000002,
76561198067215693,4.0,34.97,
76561198067217131,58.0,606.5300000000003,
76561198067217849,34.0,154.85,
76561198067219623,39.0,236.87000000000006,
76561198067220885,1.0,14.99,
76561198067222641,2.0,0.0,
76561198067225655,20.0,329.84000000000003,
76561198067225947,141.0,1841.9100000000008,
76561198067228224,39.0,300.7400000000001,
76561198067229346,140.0,1505.0000000000005,50.0
76561198067230276,19.0,44.96,
76561198067232057,48.0,780.6400000000002,
76561198067233636,6.0,69.97,
76561198067234675,8.0,89.92999999999999,
76561198067237953,145.0,956.2900000000005,67.0
76561198067240911,19.0,204.87000000000003,
76561198067241455,28.0,250.84000000000003,
76561198067242970,8.0,129.92999999999998,
76561198067243010,128.0,936.5700000000003,75.0
76561198067243186,4.0,34.98,
76561198067244350,86.0,848.3100000000004,
76561198067251012,9.0,24.98,
76561198067251322,12.0,179.93,
76561198067253424,29.0,217.86000000000004,
76561198067254358,31.0,364.7700000000001,
76561198067254866,2.0,14.99,
76561198067255082,58.0,109.94999999999999,100.0
76561198067257274,236.0,2326.299999999996,
76561198067260286,15.0,134.89999999999998,
76561198067260542,17.0,87.91999999999999,100.0
76561198067260562,17.0,114.91999999999999,
76561198067262663,31.0,351.83000000000004,
76561198067262677,40.0,446.69000000000017,
76561198067262700,7.0,94.94999999999999,
76561198067263866,61.0,840.4500000000004,
76561198067265748,89.0,1015.3100000000005,100.0
76561198067266515,66.0,825.4300000000002,100.0
76561198067267610,1.0,0.0,
76561198067268418,68.0,758.5900000000001,
76561198067269516,45.0,582.6700000000002,
76561198067269712,97.0,1416.3000000000004,100.0
76561198067270979,1.0,0.0,
76561198067272238,115.0,161.83999999999997,100.0
76561198067273302,46.0,363.7400000000001,
76561198067274652,2.0,9.99,
76561198067276217,1.0,19.99,
76561198067276748,36.0,188.86000000000004,100.0
76561198067277102,20.0,229.89000000000001,
76561198067277911,47.0,455.69000000000017,
76561198067277920,83.0,1004.1200000000005,
76561198067278492,64.0,673.5600000000002,
76561198067280261,2.0,0.0,
76561198067280662,119.0,1596.1900000000005,100.0
76561198067285046,31.0,169.89000000000001,100.0
76561198067286085,3.0,14.99,
76561198067286387,37.0,127.94,100.0
76561198067291859,12.0,99.96,
76561198067292417,1.0,0.0,
76561198067293187,5.0,39.98,
76561198067293537,36.0,109.91999999999999,
76561198067299465,3.0,9.99,
76561198067299939,29.0,241.86000000000004,
76561198067300845,40.0,332.65000000000003,
76561198067306981,16.0,185.90000000000003,100.0
76561198067309171,342.0,4112.559999999976,70.0
76561198067312245,9.0,0.0,
76561198067315765,103.0,1047.3800000000003,67.0
76561198067319015,57.0,404.7700000000001,
76561198067320451,23.0,160.87,100.0
76561198067320593,30.0,369.7700000000001,
76561198067323864,51.0,811.6500000000002,
76561198067326492,3.0,34.98,
76561198067326494,95.0,1037.4300000000003,100.0
76561198067327177,51.0,367.81000000000006,
76561198067329420,11.0,134.92999999999998,
76561198067329668,67.0,875.3200000000003,
76561198067334340,25.0,189.87,
76561198067336312,1.0,0.0,
76561198067336358,86.0,555.4200000000003,100.0
76561198067336524,64.0,560.6800000000001,100.0
76561198067337536,1.0,0.0,
76561198067337951,5.0,44.97,
76561198067339530,1.0,0.0,
76561198067339920,24.0,315.81000000000006,
76561198067340204,45.0,416.71000000000015,
76561198067341415,4.0,159.97,
76561198067342582,1.0,9.99,
76561198067345052,11.0,59.97,
76561198067350676,3.0,39.98,
76561198067350736,2.0,0.0,
76561198067351569,5.0,49.97,
76561198067352074,21.0,129.92999999999998,
76561198067352887,81.0,870.4400000000004,
76561198067353140,81.0,838.4600000000004,
76561198067354912,114.0,1338.1100000000006,
76561198067355800,72.0,488.14000000000016,100.0
76561198067356497,35.0,309.80000000000007,
76561198067359093,196.0,2412.319999999995,100.0
76561198067361221,98.0,1193.0700000000004,100.0
76561198067363479,36.0,333.6900000000001,67.0
76561198067364028,2.0,24.99,
76561198067365702,3.0,29.979999999999997,
76561198067368419,46.0,709.7200000000001,
76561198067371563,59.0,713.5300000000002,100.0
76561198067372236,5.0,34.97,
76561198067372768,2.0,0.0,
76561198067373893,81.0,999.2200000000004,
76561198067374053,5.0,14.99,
76561198067374881,161.0,2154.5499999999997,
76561198067380609,43.0,496.6800000000002,
76561198067381697,24.0,210.82000000000005,
76561198067384159,4.0,0.0,
76561198067385470,3.0,39.99,
76561198067387881,21.0,210.87,
76561198067390601,64.0,942.5500000000003,
76561198067391085,46.0,255.83000000000004,100.0
76561198067391651,9.0,195.89,
76561198067402913,146.0,1485.4300000000007,
76561198067408882,29.0,268.88,
76561198067412704,106.0,804.4200000000003,
76561198067414480,53.0,367.74000000000007,100.0
76561198067415236,29.0,204.92000000000002,
76561198067415737,1.0,0.0,
76561198067415955,14.0,68.93,
76561198067416584,27.0,394.58000000000004,
76561198067418800,15.0,139.92,
76561198067422412,33.0,274.83000000000004,
76561198067424445,11.0,134.92,
76561198067425012,243.0,3049.7499999999905,
76561198067425198,101.0,521.8100000000001,75.0
76561198067426261,37.0,204.86,
76561198067426453,2.0,19.99,
76561198067427048,145.0,1968.9700000000007,100.0
76561198067427390,60.0,363.7800000000001,
76561198067429032,121.0,909.2000000000006,88.0
76561198067429174,1.0,0.0,
76561198067429182,37.0,406.7400000000001,
76561198067430814,8.0,14.99,
76561198067431380,66.0,824.4700000000003,
76561198067431798,39.0,405.73000000000013,100.0
76561198067433884,29.0,124.96000000000001,
76561198067435405,11.0,94.96000000000001,
76561198067435471,229.0,2221.2799999999975,
76561198067437467,3.0,19.99,
76561198067437830,30.0,319.86000000000007,
76561198067438104,1.0,0.0,
76561198067438198,23.0,237.84000000000003,100.0
76561198067438718,66.0,456.58000000000027,
76561198067438980,1.0,0.0,
76561198067439400,2.0,0.0,
76561198067439927,1777.0,14991.229999999709,100.0
76561198067444631,4.0,74.98,
76561198067446481,305.0,3581.0299999999816,100.0
76561198067448057,76.0,573.6400000000002,
76561198067449213,490.0,6201.549999999941,
76561198067449841,5.0,34.98,
76561198067451342,18.0,73.9,
76561198067453419,4.0,49.97,
76561198067456747,1.0,9.99,
76561198067457365,28.0,232.85000000000005,
76561198067459220,16.0,160.91,
76561198067463105,139.0,1034.2200000000005,
76561198067466249,77.0,1073.4400000000003,100.0
76561198067470116,159.0,1841.8100000000009,
76561198067477828,1.0,0.0,
76561198067479084,99.0,644.5000000000002,100.0
76561198067479880,60.0,711.3500000000003,
76561198067482825,3.0,24.99,
76561198067485186,174.0,1800.9800000000012,
76561198067488414,11.0,104.96,
76561198067489410,18.0,134.91,
76561198067492254,31.0,436.73,
76561198067492431,33.0,166.9,50.0
76561198067493466,1.0,0.0,
76561198067494014,9.0,69.95,
76561198067494712,83.0,857.4900000000004,100.0
76561198067498560,12.0,105.89999999999999,
76561198067501358,2.0,39.99,
76561198067504958,3.0,24.97,
76561198067505065,44.0,497.70000000000016,100.0
76561198067506858,124.0,1269.1500000000005,
76561198067507596,90.0,979.2600000000006,
76561198067508685,6.0,49.96,
76561198067509676,45.0,410.75000000000017,
76561198067511342,106.0,1410.9400000000005,
76561198067514685,51.0,417.69000000000017,
76561198067514928,6.0,0.0,100.0
76561198067515585,23.0,319.86,
76561198067515806,26.0,345.7200000000001,100.0
76561198067518536,41.0,639.7300000000001,
76561198067518878,38.0,435.5500000000001,100.0
76561198067519201,33.0,277.88000000000005,100.0
76561198067519547,3.0,39.97,
76561198067523081,85.0,971.2600000000003,
76561198067527418,2.0,19.99,
76561198067531117,1.0,0.0,
76561198067531294,11.0,100.91999999999999,
76561198067531628,53.0,390.16000000000014,50.0
76561198067532379,2.0,39.98,
76561198067534865,3.0,19.99,
76561198067537135,42.0,353.7900000000001,
76561198067543101,115.0,1171.1300000000003,100.0
76561198067544265,76.0,802.5100000000003,
76561198067546287,15.0,265.88,100.0
76561198067546927,21.0,9.99,
76561198067547987,15.0,100.92,
76561198067549469,30.0,464.8400000000001,
76561198067550958,6.0,24.96,
76561198067554290,121.0,898.3300000000005,
76561198067557593,19.0,70.93999999999998,
76561198067559021,5.0,0.0,
76561198067559117,70.0,886.5100000000003,100.0
76561198067560101,11.0,19.99,
76561198067560641,6.0,99.97,
76561198067565292,163.0,2083.480000000001,
76561198067567966,15.0,244.87000000000003,
76561198067570615,61.0,729.5500000000003,
76561198067570770,543.0,5658.689999999947,
76561198067570821,4.0,33.97,
76561198067573190,14.0,159.91,
76561198067575038,49.0,472.7300000000001,
76561198067579900,15.0,179.93,
76561198067580728,1.0,0.0,
76561198067581711,4.0,29.979999999999997,
76561198067582166,19.0,224.88,
76561198067582240,225.0,3184.1599999999894,100.0
76561198067583396,49.0,575.7000000000002,
76561198067583655,34.0,392.77000000000004,
76561198067585420,1.0,0.0,
76561198067587960,17.0,113.93999999999998,
76561198067592961,9.0,44.97,
76561198067593136,95.0,1063.3300000000004,0.0
76561198067593570,4.0,33.97,
76561198067593743,175.0,2143.46,
76561198067593799,23.0,219.94000000000003,100.0
76561198067596593,60.0,468.65000000000015,100.0
76561198067596608,19.0,349.83000000000004,
76561198067602706,38.0,426.75,100.0
76561198067605394,7.0,49.97,
76561198067607507,78.0,928.4200000000004,100.0
76561198067609823,39.0,145.85000000000002,100.0
76561198067611491,91.0,1327.0400000000004,
76561198067612244,26.0,222.87000000000006,
76561198067613878,55.0,850.3500000000003,67.0
76561198067616196,16.0,162.89999999999998,
76561198067616738,4.0,19.99,
76561198067617363,45.0,224.88000000000002,
76561198067618026,11.0,19.99,
76561198067622774,9.0,49.97,
76561198067626189,2.0,14.99,
76561198067628462,5.0,54.96,
76561198067630059,74.0,214.91000000000003,100.0
76561198067630449,1.0,0.0,
76561198067632713,36.0,318.7900000000001,
76561198067633808,64.0,414.73000000000013,100.0
76561198067635677,75.0,729.5400000000003,
76561198067636863,16.0,119.91999999999999,
76561198067637207,1.0,19.99,
76561198067640146,2.0,19.99,
76561198067640703,13.0,34.98,
76561198067641239,1.0,14.99,
76561198067641387,5.0,39.99,
76561198067641716,7.0,0.0,
76561198067642730,10.0,119.91999999999999,
76561198067644303,8.0,0.0,
76561198067645123,33.0,415.82000000000005,
76561198067645703,36.0,426.7500000000001,
76561198067646194,125.0,1506.3600000000008,100.0
76561198067648599,122.0,742.6600000000002,
76561198067651939,126.0,1701.0600000000006,
76561198067652764,4.0,39.98,
76561198067653952,40.0,179.89000000000001,
76561198067655618,13.0,169.91,
76561198067657059,50.0,609.6100000000002,
76561198067657198,1.0,0.0,
76561198067657632,3.0,44.98,
76561198067657905,51.0,459.7600000000001,100.0
76561198067658176,11.0,84.93999999999998,
76561198067658400,1.0,9.99,
76561198067658845,5.0,29.979999999999997,
76561198067661030,9.0,109.92999999999999,
76561198067661351,2.0,19.99,
76561198067662002,47.0,281.81,
76561198067662378,16.0,19.99,
76561198067662523,111.0,1049.3800000000003,100.0
76561198067662758,91.0,1033.3100000000004,
76561198067664442,52.0,494.72000000000014,0.0
76561198067664517,27.0,307.81000000000006,
76561198067664867,10.0,119.98,
76561198067665145,19.0,249.86,
76561198067666113,2.0,0.0,
76561198067666753,3.0,19.99,
76561198067667210,88.0,253.93000000000004,
76561198067668082,4.0,19.99,
76561198067669382,3.0,19.99,
76561198067669838,10.0,77.92999999999999,
76561198067670706,8.0,69.96,
76561198067671900,58.0,561.6700000000002,
76561198067671903,1.0,0.0,
76561198067672950,111.0,1355.2000000000005,
76561198067673843,88.0,946.4200000000003,
76561198067674227,39.0,465.76,100.0
76561198067674325,17.0,101.92999999999999,
76561198067674743,5.0,54.97,
76561198067675040,20.0,224.86,
76561198067675698,18.0,239.91000000000003,
76561198067675807,14.0,69.97,
76561198067677885,1.0,0.0,
76561198067678080,31.0,352.7700000000001,
76561198067678375,40.0,216.86,
76561198067678592,55.0,430.5600000000002,
76561198067679314,53.0,470.6300000000002,
76561198067679327,41.0,471.7100000000001,
76561198067679631,26.0,172.9,100.0
76561198067682479,1.0,0.0,
76561198067683121,59.0,591.6000000000003,
76561198067686665,4.0,19.98,
76561198067686885,49.0,607.6500000000002,
76561198067688271,47.0,385.6700000000002,100.0
76561198067688714,5.0,0.0,
76561198067688965,104.0,1261.0700000000004,
76561198067692870,391.0,4526.4099999999635,
76561198067695044,12.0,94.93,
76561198067699234,26.0,311.88000000000005,
76561198067699305,1.0,0.0,
76561198067701049,88.0,1276.2300000000005,
76561198067703567,20.0,84.92999999999999,
76561198067704131,71.0,826.5600000000003,100.0
76561198067707218,5.0,54.96,
76561198067707467,22.0,0.0,
76561198067708940,172.0,2061.730000000001,100.0
76561198067709934,41.0,432.4900000000001,
76561198067710918,4.0,32.98,
76561198067711740,131.0,1898.6900000000007,100.0
76561198067712058,1.0,0.0,
76561198067712230,6.0,54.96,
76561198067713802,46.0,429.7600000000001,100.0
76561198067713822,23.0,178.86,
76561198067714798,2.0,44.98,
76561198067714968,7.0,74.97,100.0
76561198067716040,74.0,466.74000000000007,100.0
76561198067717102,73.0,536.7,
76561198067717640,174.0,2097.8500000000004,
76561198067719644,29.0,182.88,
76561198067719968,5.0,104.94999999999999,
76561198067720689,6.0,36.96,
76561198067721268,42.0,616.6200000000001,
76561198067721589,126.0,1835.9500000000007,50.0
76561198067721639,18.0,94.92999999999999,
76561198067722294,50.0,711.6000000000003,
76561198067723121,90.0,791.4900000000004,
76561198067723500,1.0,0.0,
76561198067725944,3.0,29.97,
76561198067727172,104.0,932.4100000000004,0.0
76561198067727994,48.0,260.78000000000003,100.0
76561198067729563,21.0,66.94,
76561198067730691,44.0,635.7000000000002,
76561198067735217,219.0,2651.0199999999913,
76561198067735732,45.0,473.73000000000013,
76561198067735865,66.0,675.5900000000003,
76561198067736111,100.0,1328.4000000000003,100.0
76561198067736118,28.0,269.9,0.0
76561198067737472,2.0,0.0,
76561198067737676,3.0,24.98,
76561198067738015,83.0,1043.3000000000002,100.0
76561198067740158,17.0,0.0,
76561198067740373,9.0,89.94,
76561198067740627,1.0,0.0,
76561198067741639,72.0,488.6700000000002,
76561198067741817,6.0,19.98,
76561198067742177,13.0,24.99,
76561198067743812,45.0,549.7200000000001,
76561198067744153,7.0,0.0,
76561198067744969,6.0,34.98,100.0
76561198067745454,32.0,273.8,
76561198067749109,1.0,9.99,
76561198067749841,2.0,0.0,
76561198067751819,55.0,439.67000000000013,
76561198067751938,2.0,19.99,
76561198067751993,230.0,1021.3700000000003,100.0
76561198067753800,12.0,24.98,
76561198067755390,47.0,635.6600000000002,
76561198067756101,6.0,29.98,
76561198067757069,1.0,0.0,
76561198067758512,2.0,19.98,
76561198067764491,94.0,708.5900000000003,100.0
76561198067766630,27.0,255.76000000000005,
76561198067766676,88.0,956.4200000000004,
76561198067770664,2.0,0.0,
76561198067771693,39.0,316.7700000000001,
76561198067771967,26.0,330.83000000000004,62.0
76561198067773109,11.0,199.9,
76561198067774287,53.0,433.72000000000014,100.0
76561198067774475,36.0,315.80000000000007,
76561198067776787,21.0,124.91999999999999,
76561198067777635,81.0,1013.3700000000003,100.0
76561198067779444,76.0,989.4300000000004,
76561198067782032,25.0,224.88000000000002,
76561198067782038,35.0,609.4900000000001,
76561198067782076,77.0,763.5300000000003,
76561198067786330,3.0,0.0,
76561198067786754,113.0,1009.3000000000004,100.0
76561198067786864,122.0,1837.0000000000007,50.0
76561198067788328,72.0,586.6900000000002,
76561198067789354,23.0,175.88000000000002,
76561198067790422,37.0,259.82000000000005,
76561198067792438,2.0,19.99,
76561198067793458,32.0,217.89000000000004,
76561198067794298,111.0,743.6900000000002,86.0
76561198067796688,1.0,0.0,
76561198067797700,12.0,19.99,
76561198067799997,191.0,1891.730000000001,100.0
76561198067800862,17.0,196.9,
76561198067804756,25.0,285.84000000000003,
76561198067805986,119.0,1407.2300000000005,80.0
76561198067808242,133.0,1873.9900000000007,
76561198067808550,1.0,0.0,
76561198067809791,21.0,180.85999999999999,
76561198067814484,32.0,199.83000000000004,
76561198067815720,88.0,1018.2900000000005,
76561198067816436,22.0,139.92999999999998,
76561198067817506,5.0,29.979999999999997,
76561198067818566,47.0,348.7700000000001,100.0
76561198067822871,44.0,144.91,
76561198067823426,5.0,89.97,
76561198067823448,18.0,164.89999999999998,
76561198067824191,3.0,24.98,
76561198067824224,36.0,287.7500000000001,
76561198067824493,11.0,70.93,100.0
76561198067825050,22.0,134.93,
76561198067826737,1.0,19.99,
76561198067826812,21.0,179.89,
76561198067827195,41.0,593.6800000000002,
76561198067829337,234.0,3360.0199999999877,
76561198067831207,59.0,670.5500000000002,
76561198067833100,58.0,298.8,100.0
76561198067833221,1.0,9.99,
76561198067833919,21.0,219.82000000000002,
76561198067834093,28.0,251.88000000000002,
76561198067835501,65.0,627.6800000000002,100.0
76561198067837317,82.0,472.4500000000002,
76561198067842269,29.0,334.7800000000001,
76561198067845423,8.0,59.99,
76561198067847123,19.0,192.89000000000001,
76561198067847403,29.0,337.84000000000003,
76561198067847640,12.0,9.99,
76561198067848310,67.0,803.5300000000002,
76561198067849329,6.0,39.97,
76561198067850324,71.0,781.5900000000003,
76561198067855517,7.0,9.99,
76561198067859187,1.0,0.0,
76561198067860045,87.0,1204.4800000000005,
76561198067864345,34.0,377.7900000000001,
76561198067867558,2.0,0.0,
76561198067869778,1.0,0.0,
76561198067869898,93.0,1054.4200000000003,
76561198067871080,101.0,1112.4100000000003,
76561198067871513,5.0,54.97,
76561198067871514,55.0,605.6800000000002,
76561198067872136,177.0,2227.579999999999,
76561198067872744,17.0,254.86000000000004,
76561198067874287,27.0,269.84000000000003,
76561198067874794,6.0,54.96,
76561198067875234,18.0,84.93999999999998,100.0
76561198067875891,20.0,379.89000000000004,
76561198067875928,7.0,69.94999999999999,
76561198067877134,13.0,49.96,
76561198067878056,65.0,614.5900000000003,
76561198067882412,27.0,254.86000000000007,
76561198067882817,1.0,14.99,
76561198067883394,13.0,160.88,
76561198067884266,335.0,4219.389999999969,0.0
76561198067885381,7.0,54.97,
76561198067887998,71.0,902.5000000000003,
76561198067888128,78.0,785.3700000000003,
76561198067890580,57.0,703.5000000000002,
76561198067891679,87.0,1008.4800000000004,100.0
76561198067892662,26.0,39.97,50.0
76561198067893775,2.0,19.99,
76561198067894303,3.0,14.99,
76561198067894752,38.0,520.7700000000001,100.0
76561198067895946,13.0,179.9,
76561198067897426,7.0,59.96,
76561198067903499,28.0,284.86,
76561198067904035,4.0,0.0,
76561198067906460,148.0,2532.589999999997,100.0
76561198067906570,47.0,627.6800000000002,
76561198067908968,71.0,853.2700000000003,
76561198067910635,59.0,549.5200000000002,100.0
76561198067911521,1391.0,14675.75999999978,
76561198067913619,61.0,558.1500000000002,
76561198067914627,143.0,1870.8700000000008,88.0
76561198067915702,48.0,79.92999999999999,
76561198067916016,69.0,766.5100000000003,100.0
76561198067917450,52.0,681.6200000000002,
76561198067920272,122.0,1005.2800000000005,
76561198067921293,10.0,99.97,
76561198067921912,15.0,54.97,
76561198067923747,41.0,375.7900000000001,
76561198067924149,5.0,34.98,
76561198067925687,7.0,79.94999999999999,
76561198067926857,86.0,1111.4800000000002,
76561198067927375,23.0,264.85,100.0
76561198067929501,8.0,54.959999999999994,
76561198067930047,61.0,690.5800000000003,
76561198067930865,2.0,0.0,
76561198067931646,1.0,0.0,
76561198067935607,14.0,94.91,
76561198067936203,46.0,579.8100000000001,100.0
76561198067938749,175.0,2226.7499999999977,100.0
76561198067939458,7.0,0.0,
76561198067939720,25.0,161.91000000000003,
76561198067939860,30.0,314.81000000000006,
76561198067940713,5.0,64.96,
76561198067940914,54.0,752.5700000000003,
76561198067941267,16.0,109.96,100.0
76561198067942372,1.0,0.0,
76561198067942498,59.0,699.5700000000003,100.0
76561198067942700,25.0,204.9,
76561198067943259,1.0,0.0,
76561198067943684,89.0,662.4800000000002,
76561198067946826,94.0,464.70000000000016,
76561198067946966,87.0,1086.2200000000003,100.0
76561198067947102,17.0,214.91,
76561198067952699,68.0,771.8800000000002,
76561198067952783,5.0,52.96,
76561198067953136,45.0,282.7900000000001,100.0
76561198067953398,6.0,34.98,
76561198067956177,26.0,255.85000000000002,100.0
76561198067959972,1.0,24.99,
76561198067960427,97.0,781.5500000000002,100.0
76561198067960936,32.0,299.83000000000004,
76561198067961594,73.0,885.6100000000002,
76561198067962380,36.0,664.5200000000001,
76561198067964267,1.0,0.0,
76561198067964274,29.0,248.85000000000002,
76561198067965171,125.0,759.4200000000003,0.0
76561198067966060,10.0,49.96,
76561198067971426,19.0,243.90000000000003,
76561198067972716,123.0,1625.0200000000007,
76561198067973943,18.0,209.90000000000003,
76561198067974357,7.0,44.97,
76561198067975877,41.0,598.5100000000001,
76561198067977275,82.0,1038.1600000000003,
76561198067978429,47.0,677.6800000000002,
76561198067979105,31.0,149.9,
76561198067985410,7.0,74.98,
76561198067988181,2.0,0.0,
76561198067989394,24.0,339.84000000000003,100.0
76561198067991553,5.0,0.0,
76561198067991759,10.0,51.95,
76561198067992671,22.0,194.89000000000001,
76561198067993108,14.0,114.97,
76561198067996086,57.0,642.6200000000001,100.0
76561198067997800,97.0,1572.2800000000004,100.0
76561198067998518,8.0,84.94999999999999,
76561198067999372,8.0,129.93,
76561198068000604,37.0,336.7600000000001,
76561198068002501,114.0,537.5900000000001,
76561198068003441,5.0,84.96,
76561198068004070,13.0,64.98,
76561198068004298,55.0,806.5700000000002,
76561198068004374,73.0,621.6200000000001,100.0
76561198068005508,45.0,487.6300000000002,
76561198068005709,5.0,24.99,
76561198068006106,21.0,105.92999999999999,
76561198068007734,43.0,225.86999999999998,0.0
76561198068007886,124.0,1633.0100000000007,
76561198068010284,29.0,69.96,
76561198068011505,21.0,149.89,
76561198068012624,1.0,0.0,
76561198068013690,11.0,34.98,0.0
76561198068014060,38.0,521.7300000000001,
76561198068014524,42.0,719.7100000000002,
76561198068015391,44.0,359.73000000000013,
76561198068016538,100.0,1105.4200000000003,
76561198068016766,41.0,134.9,
76561198068017328,8.0,69.92999999999999,
76561198068022518,1.0,0.0,
76561198068023834,8.0,44.97,
76561198068023959,9.0,4.99,
76561198068025492,57.0,780.5300000000003,
76561198068026291,12.0,100.91,
76561198068027600,1.0,0.0,
76561198068028334,26.0,374.84000000000003,
76561198068028956,19.0,14.99,
76561198068033469,12.0,128.92999999999998,
76561198068034157,14.0,59.980000000000004,
76561198068034748,11.0,134.92999999999998,
76561198068036541,82.0,1085.3300000000004,
76561198068036732,55.0,471.6300000000002,50.0
76561198068038586,39.0,311.7900000000001,100.0
76561198068040902,15.0,14.99,
76561198068041927,13.0,80.94,
76561198068042410,18.0,143.89999999999998,
76561198068045175,196.0,2790.0899999999933,
76561198068046127,8.0,79.98,
76561198068047210,53.0,798.6100000000002,
76561198068047345,5.0,44.97,
76561198068051926,39.0,350.7900000000001,
76561198068054592,12.0,79.96000000000001,
76561198068055433,2.0,9.99,
76561198068063059,39.0,120.88999999999999,
76561198068066922,3.0,24.98,
76561198068067405,8.0,44.97,
76561198068068898,26.0,384.7600000000001,
76561198068069208,45.0,514.2000000000002,100.0
76561198068070754,30.0,82.92999999999999,
76561198068072303,119.0,1280.7100000000005,100.0
76561198068074501,55.0,777.5600000000003,
76561198068074897,62.0,413.6900000000001,100.0
76561198068076807,21.0,232.86000000000004,
76561198068077057,48.0,459.73000000000013,
76561198068078544,26.0,286.30000000000007,
76561198068079333,38.0,69.98,100.0
76561198068079799,10.0,129.91,
76561198068082545,20.0,209.89000000000001,
76561198068084323,13.0,164.95000000000002,
76561198068084548,23.0,154.9,
76561198068085975,54.0,511.7100000000001,100.0
76561198068086235,115.0,1089.2900000000004,100.0
76561198068086260,278.0,3745.629999999981,100.0
76561198068087546,24.0,259.88,
76561198068088542,15.0,220.86000000000004,
76561198068092609,32.0,229.89000000000001,100.0
76561198068092813,29.0,274.9,
76561198068099335,73.0,431.6500000000002,
76561198068099381,60.0,398.21000000000015,
76561198068099487,2.0,24.98,
76561198068100397,1.0,5.99,
76561198068101386,26.0,299.90000000000003,100.0
76561198068101439,39.0,309.83000000000004,100.0
76561198068102433,8.0,109.95,
76561198068105663,67.0,913.4300000000003,100.0
76561198068107878,14.0,69.96,
76561198068109588,12.0,0.0,
76561198068113267,24.0,44.97,
76561198068114873,131.0,1581.4600000000005,100.0
76561198068116178,1.0,0.0,
76561198068118109,27.0,233.86,
76561198068118209,40.0,636.4300000000002,
76561198068121796,21.0,265.83000000000004,
76561198068121865,16.0,111.90999999999998,
76561198068121871,33.0,172.86,100.0
76561198068123695,5.0,69.98,
76561198068124129,12.0,234.94000000000003,
76561198068125093,66.0,1214.5100000000002,100.0
76561198068125961,33.0,251.84000000000003,
76561198068125971,67.0,660.5900000000001,100.0
76561198068126013,66.0,683.5800000000002,
76561198068126317,21.0,136.89999999999998,
